"Order";"MS.Zoning";"Lot.Area";"Alley";"Neighborhood";"Overall.Qual";"Year.Built";"Year.Remod.Add";"X1st.Flr.SF";"X2nd.Flr.SF";"Gr.Liv.Area";"Total.Bsmt.SF";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"TotRms.AbvGrd";"Garage.Cars";"Garage.Area";"Yr.Sold";"Sale.Condition";"SalePrice"
2386;"RL";16033;NA;"NridgHt";9;2004;2005;1850;0;1850;1833;1;0;2;0;8;3;772;2006;"Normal";326000
2387;"RL";14215;NA;"NridgHt";8;2005;2006;1158;1218;2376;1158;0;0;3;1;9;3;853;2006;"Partial";325300
2388;"RL";13418;NA;"NridgHt";8;2004;2005;1132;1320;2452;1117;0;0;3;1;9;3;691;2006;"Normal";309000
2389;"RL";13975;NA;"NridgHt";9;2005;2006;1117;1089;2206;1090;0;0;2;1;10;3;670;2006;"Partial";300000
2390;"RL";10240;NA;"NridgHt";8;2005;2005;1038;1060;2098;1030;0;0;2;1;8;3;878;2006;"Normal";275500
2391;"RL";9942;NA;"NridgHt";9;2005;2006;1625;466;2091;1606;1;0;2;1;8;2;521;2006;"Partial";338500
2392;"RL";11924;NA;"NridgHt";9;2005;2006;1182;1142;2324;1175;1;0;3;0;11;3;736;2006;"Partial";345000
2393;"RL";12867;NA;"NridgHt";8;2005;2006;1209;1044;2253;1209;0;0;2;1;8;2;575;2006;"Partial";344133
2394;"RL";10672;NA;"NridgHt";8;2006;2006;1054;1335;2389;1054;0;0;2;1;10;3;672;2006;"Partial";298236
2395;"RL";11643;NA;"NridgHt";8;2005;2006;1544;814;2358;1524;1;0;2;1;10;3;784;2006;"Partial";329900
2396;"RL";12378;NA;"NridgHt";9;2003;2004;1944;0;1944;1896;1;0;2;0;8;3;708;2006;"Normal";360000
2397;"RL";11065;NA;"NridgHt";8;2006;2006;1120;850;1970;1085;0;0;2;1;8;3;753;2006;"Partial";281000
2398;"RL";13758;NA;"NridgHt";9;2005;2006;1792;0;1792;1792;1;0;2;0;6;3;925;2006;"Partial";372397
2399;"RL";14828;NA;"NridgHt";9;2004;2005;1780;0;1780;1780;1;0;2;0;7;3;816;2006;"Normal";378000
2400;"RL";11846;NA;"NridgHt";9;2003;2004;1792;0;1792;1792;1;0;2;0;6;3;874;2006;"Normal";374000
2401;"RL";20431;NA;"NridgHt";9;2005;2006;1848;880;2728;1848;1;0;2;1;10;3;706;2006;"Partial";437154
2402;"RL";10927;NA;"NridgHt";8;2005;2005;1058;846;1904;1058;1;0;2;1;8;2;736;2006;"Normal";275000
2403;"RL";13215;NA;"NridgHt";8;2004;2004;1426;488;1914;1420;1;0;2;1;9;3;746;2006;"Normal";279000
2404;"RL";7052;NA;"NridgHt";7;2005;2005;1364;0;1364;1364;1;0;2;0;6;2;484;2006;"Normal";185850
2405;"RL";5911;NA;"NridgHt";9;2005;2005;1565;0;1565;1560;1;0;2;0;6;2;556;2006;"Normal";282500
2406;"RL";6955;NA;"NridgHt";7;2005;2006;1368;0;1368;1368;0;0;2;0;6;2;474;2006;"Partial";202500
2407;"RL";6792;NA;"NridgHt";7;2005;2006;1368;0;1368;1368;0;0;2;0;6;2;474;2006;"Partial";202665
2408;"RL";7740;NA;"NridgHt";9;2006;2006;1686;0;1686;1686;1;0;2;0;6;3;899;2006;"Partial";332200
2409;"RL";6373;NA;"NridgHt";9;2006;2006;1666;0;1666;1666;1;0;2;0;6;2;575;2006;"Partial";310090
2410;"RL";3136;NA;"NridgHt";7;2003;2003;1405;0;1405;1405;0;0;2;0;6;2;478;2006;"Normal";171750
2411;"RL";10237;NA;"Gilbert";6;2005;2006;1316;0;1316;1316;0;0;2;0;6;2;397;2006;"Partial";169990
2412;"RL";10237;NA;"Gilbert";6;2005;2006;728;728;1456;728;0;0;2;1;8;2;390;2006;"Partial";170440
2413;"RL";10237;NA;"Gilbert";7;2006;2006;738;754;1492;738;0;0;2;1;8;2;440;2006;"Partial";169985
2414;"RL";17104;NA;"Gilbert";7;2006;2006;664;832;1496;654;1;0;2;1;7;2;426;2006;"Partial";179665
2415;"RL";14054;NA;"Gilbert";7;2006;2006;879;984;1863;879;0;0;2;1;9;3;660;2006;"Partial";219210
2416;"RL";11660;NA;"Gilbert";6;2006;2006;1326;0;1326;1326;0;0;2;0;6;2;427;2006;"Partial";174190
2417;"RL";15578;NA;"Gilbert";6;2006;2006;728;728;1456;728;0;0;2;1;8;2;429;2006;"Partial";172785
2418;"RL";11631;NA;"Gilbert";8;2004;2005;1052;1321;2373;1052;0;0;2;1;9;3;632;2006;"Partial";258000
2419;"RL";9073;NA;"Gilbert";7;2006;2006;738;754;1492;738;0;0;2;1;8;2;440;2006;"Partial";185101
2420;"RL";3087;NA;"Blmngtn";7;2006;2006;1364;0;1364;1220;1;0;2;0;6;2;437;2006;"Partial";210250
2421;"RL";3196;NA;"Blmngtn";7;2003;2004;1557;0;1557;1374;0;0;2;0;7;2;420;2006;"Normal";234000
2422;"RL";3196;NA;"Blmngtn";8;2003;2003;1456;0;1456;1273;0;0;2;0;7;2;400;2006;"Normal";215000
2423;"RL";2938;NA;"Blmngtn";7;2002;2002;1511;0;1511;1368;1;0;2;0;5;2;398;2006;"Normal";246990
2424;"RM";3072;NA;"Blmngtn";7;2004;2004;1414;0;1414;1375;0;0;2;0;6;2;398;2006;"Normal";178740
2425;"RM";3072;NA;"Blmngtn";7;2004;2004;1548;0;1548;1365;1;0;2;0;7;2;388;2006;"Normal";225000
2426;"RL";3010;NA;"Blmngtn";7;2005;2006;1248;0;1248;1248;0;0;2;0;5;2;438;2006;"Partial";167240
2427;"RL";3010;NA;"Blmngtn";7;2005;2006;1142;0;1142;1142;0;0;2;0;6;2;440;2006;"Partial";156820
2428;"RL";3013;NA;"Blmngtn";7;2005;2005;1506;0;1506;1362;0;0;2;0;6;2;440;2006;"Normal";213490
2429;"RL";3982;NA;"Blmngtn";8;2006;2006;1567;0;1567;1520;1;0;2;0;7;3;648;2006;"Partial";264561
2430;"RL";4045;NA;"Blmngtn";7;2006;2006;1500;0;1500;1356;1;0;2;0;6;3;648;2006;"Partial";246578
2431;"RL";21930;NA;"Gilbert";5;2005;2005;734;1104;1838;732;0;0;2;1;7;2;372;2006;"Normal";192140
2432;"RL";7861;NA;"Gilbert";6;2002;2003;807;702;1509;783;1;0;2;1;7;2;393;2006;"Normal";183200
2433;"RL";9056;NA;"Gilbert";8;2004;2004;707;707;1414;707;0;0;2;1;6;2;403;2006;"Normal";178000
2434;"RL";9171;NA;"Gilbert";7;2004;2005;848;750;1598;848;0;0;2;1;7;2;433;2006;"Normal";201490
2435;"RL";11194;NA;"Gilbert";8;2000;2000;1454;482;1936;1406;0;0;2;1;7;2;504;2006;"Normal";230500
2436;"RL";7875;NA;"Gilbert";7;2003;2003;807;702;1509;783;0;0;2;1;8;2;393;2006;"Normal";180000
2437;"RL";8121;NA;"Gilbert";6;2000;2000;953;711;1664;953;0;0;2;1;7;2;460;2006;"Normal";172400
2438;"RL";8658;NA;"Gilbert";6;2000;2000;1008;881;1889;982;0;0;2;1;9;2;431;2006;"Normal";215000
2439;"RL";11214;NA;"Gilbert";7;1998;1999;956;930;1886;930;0;0;2;1;10;2;431;2006;"Normal";199900
2440;"RL";10852;NA;"Gilbert";6;2000;2000;959;712;1671;959;1;0;2;1;7;2;472;2006;"Normal";173000
2441;"RL";12104;NA;"Gilbert";7;2006;2006;1082;1240;2322;1035;0;0;3;1;8;3;617;2006;"Partial";287602
2442;"RL";8738;NA;"Gilbert";7;1999;1999;1005;1286;2291;975;0;0;2;1;8;2;429;2006;"Normal";230000
2443;"RL";9452;NA;"NoRidge";8;1997;1998;1407;985;2392;1396;1;0;2;1;7;3;870;2006;"Normal";348000
2444;"RL";9660;NA;"NoRidge";8;1998;1998;1079;897;1976;1044;1;0;2;1;7;3;885;2006;"Normal";286000
2445;"RL";9545;NA;"NoRidge";8;2000;2000;1205;1029;2234;1160;1;0;2;1;7;3;768;2006;"Normal";300000
2446;"RL";35760;NA;"NoRidge";10;1995;1996;1831;1796;3627;1930;1;0;3;1;10;3;807;2006;"Normal";625000
2447;"RL";9233;NA;"NoRidge";9;2000;2000;1540;1315;2855;1540;1;0;2;1;9;3;774;2006;"Normal";405000
2448;"RL";12011;NA;"NoRidge";8;1998;1998;1086;838;1924;1086;1;0;2;1;7;2;592;2006;"Normal";280000
2449;"RL";12090;NA;"NoRidge";8;1998;1998;1165;1098;2263;1141;0;0;2;1;10;2;420;2006;"Abnorml";258000
2450;"RL";10019;NA;"NoRidge";8;1995;1995;1358;1368;2726;1342;0;0;2;1;9;3;725;2006;"Normal";350000
2451;"RL";17242;NA;"NoRidge";9;1993;1994;1933;1567;3500;1733;1;0;3;1;11;3;959;2006;"Normal";584500
2452;"RL";10236;NA;"NoRidge";8;1994;1995;1305;1189;2494;1290;1;0;2;1;9;3;803;2006;"Normal";321000
2453;"RL";10120;NA;"NoRidge";8;1994;1994;1203;1323;2526;1165;1;0;2;1;8;3;844;2006;"Normal";290000
2454;"RL";12585;NA;"NoRidge";8;1993;1993;1565;1234;2799;1286;1;0;2;1;8;3;704;2006;"Normal";315000
2455;"RL";12447;NA;"Somerst";8;2005;2006;1116;848;1964;1100;0;0;2;1;8;2;760;2006;"Partial";252000
2456;"RL";15218;NA;"Somerst";8;2006;2006;1670;0;1670;1670;1;0;2;1;6;3;928;2006;"Partial";336820
2457;"RL";20896;NA;"Somerst";8;2005;2006;2097;0;2097;2077;1;0;1;1;8;3;1134;2006;"Partial";423000
2458;"RL";10182;NA;"Somerst";8;2006;2006;1660;0;1660;1660;1;0;2;0;8;2;500;2006;"Partial";290000
2459;"RL";8688;NA;"Somerst";7;2005;2005;1616;0;1616;1616;0;0;2;0;7;3;834;2006;"Normal";232000
2460;"RL";10936;NA;"Somerst";8;2006;2006;1504;0;1504;1504;0;0;2;0;7;2;510;2006;"Partial";199000
2461;"FV";8640;NA;"Somerst";8;2006;2006;1278;0;1278;1278;0;0;2;0;5;2;584;2006;"Partial";198600
2462;"FV";13162;NA;"Somerst";9;2006;2006;2036;604;2640;2036;1;0;3;1;11;3;792;2006;"Partial";405749
2463;"FV";11216;NA;"Somerst";8;2006;2006;1489;0;1489;1489;0;0;2;0;7;2;776;2006;"Partial";232600
2464;"FV";10728;NA;"Somerst";8;2006;2006;1095;844;1939;1095;0;0;2;1;8;3;1053;2006;"Partial";266000
2465;"FV";8125;NA;"Somerst";7;2005;2006;756;797;1553;756;0;0;2;1;6;2;615;2006;"Partial";186500
2466;"FV";8125;NA;"Somerst";6;2005;2005;858;858;1716;858;0;0;2;1;7;2;615;2006;"Normal";200825
2467;"FV";8125;NA;"Somerst";7;2006;2006;778;798;1576;770;0;0;2;1;6;2;614;2006;"Partial";197000
2468;"FV";7200;"Pave";"Somerst";6;2006;2006;1262;0;1262;1262;0;0;2;0;5;2;572;2006;"Partial";185000
2469;"FV";7500;"Pave";"Somerst";7;2005;2005;1266;0;1266;1257;0;0;2;0;6;2;453;2006;"Normal";176000
2470;"FV";7200;"Pave";"Somerst";7;2006;2006;1301;0;1301;1293;1;0;2;0;5;2;572;2006;"Partial";187750
2471;"RL";7733;NA;"SawyerW";6;2005;2005;1142;0;1142;1142;0;0;1;1;5;0;0;2006;"Normal";139500
2472;"RL";11024;NA;"SawyerW";7;2005;2006;1400;0;1400;1400;0;0;2;0;6;2;612;2006;"Partial";186800
2473;"RL";13072;NA;"SawyerW";6;2005;2006;1131;0;1131;1131;0;0;1;1;6;0;0;2006;"Partial";132000
2474;"RL";13072;NA;"SawyerW";6;2005;2005;1141;0;1141;1141;0;0;1;1;6;2;484;2006;"Abnorml";142500
2475;"RL";13072;NA;"SawyerW";6;2004;2004;1158;0;1158;1158;1;0;1;1;5;2;576;2006;"Partial";158000
2476;"RL";7800;NA;"SawyerW";7;2005;2005;891;795;1686;891;0;0;2;1;8;2;462;2006;"Normal";184000
2477;"RL";7632;NA;"SawyerW";7;2005;2005;831;754;1585;784;0;0;2;1;7;2;449;2006;"Normal";184900
2478;"RL";8304;NA;"SawyerW";6;1997;1998;941;896;1837;941;0;0;2;1;7;2;688;2006;"Normal";187000
2479;"RL";7153;NA;"SawyerW";6;1992;1992;810;793;1603;761;0;0;2;1;7;2;484;2006;"Normal";175900
2480;"RL";9370;NA;"SawyerW";6;1992;1993;844;887;1731;836;1;0;2;1;7;2;462;2006;"Family";248500
2481;"RL";7175;NA;"SawyerW";6;1990;1991;1398;0;1398;1398;1;0;2;0;5;2;542;2006;"Normal";172000
2482;"RL";7175;NA;"SawyerW";6;1991;1991;1217;0;1217;1217;0;0;2;0;5;2;484;2006;"Normal";151000
2483;"RL";9019;NA;"SawyerW";6;1994;1994;636;684;1320;636;0;0;2;1;6;2;472;2006;"Normal";150000
2484;"RH";8900;NA;"SawyerW";4;1966;1966;1056;0;1056;1056;1;0;1;0;5;1;384;2006;"Normal";107000
2485;"RH";7800;NA;"SawyerW";5;1965;1965;965;0;965;828;1;0;1;0;6;1;300;2006;"Abnorml";119900
2486;"RL";9100;NA;"Sawyer";5;1962;1962;988;0;988;988;1;0;1;0;6;2;624;2006;"Normal";129500
2487;"RM";9100;NA;"Sawyer";5;1963;1963;1728;0;1728;1728;1;0;2;0;10;2;504;2006;"Abnorml";125000
2488;"RM";8927;NA;"Sawyer";6;1977;1977;1286;368;1654;0;0;0;2;0;10;2;528;2006;"Normal";119500
2489;"RL";9240;NA;"Sawyer";5;1962;2002;1211;0;1211;864;0;0;1;0;6;2;576;2006;"Normal";144000
2490;"RL";8471;NA;"Sawyer";6;1977;1995;1212;0;1212;506;1;0;1;0;6;2;492;2006;"Normal";151000
2491;"RL";9308;NA;"Sawyer";5;1965;1965;984;0;984;984;0;0;1;0;5;1;310;2006;"Normal";126000
2492;"RL";8450;NA;"Sawyer";5;1968;1968;909;0;909;882;0;0;1;0;5;1;294;2006;"Normal";116000
2493;"RL";8638;NA;"Sawyer";5;1963;1963;925;0;925;925;1;0;1;0;5;2;484;2006;"Normal";133500
2494;"RL";13052;NA;"Sawyer";5;1965;1965;1024;0;1024;1024;0;0;1;1;5;1;308;2006;"Normal";120875
2495;"RL";13526;NA;"Sawyer";5;1965;1965;935;0;935;935;1;0;1;0;5;1;288;2006;"Normal";137000
2496;"RL";8020;NA;"Sawyer";5;1964;1964;912;0;912;912;0;0;1;0;6;0;0;2006;"Normal";124000
2497;"RL";6993;NA;"Sawyer";5;1961;1994;1236;0;1236;912;0;0;1;0;6;1;288;2006;"Normal";135000
2498;"RL";8789;NA;"Sawyer";5;1967;1967;941;0;941;912;0;0;1;0;6;1;288;2006;"Normal";129200
2499;"RL";14330;NA;"Veenker";7;1974;1974;2151;495;2646;1748;1;2;2;0;9;2;550;2006;"Normal";260000
2500;"RL";16059;NA;"NoRidge";8;1991;1992;1301;1116;2417;1288;0;0;2;1;9;2;462;2006;"Normal";260000
2501;"RL";11025;NA;"NoRidge";8;1992;1993;1520;1306;2826;1334;1;0;2;1;9;3;888;2006;"Normal";334000
2502;"RL";14541;NA;"NoRidge";8;1993;1993;1352;1168;2520;1338;1;0;2;1;10;3;796;2006;"Abnorml";310000
2503;"RL";13346;NA;"NoRidge";7;1992;2000;1166;1129;2295;1095;1;0;2;1;9;2;590;2006;"Normal";268000
2504;"RL";12461;NA;"NoRidge";8;1994;1995;1624;0;1624;1624;1;0;2;0;5;3;757;2006;"Normal";262000
2505;"FV";3628;"Pave";"Somerst";7;2004;2004;1143;0;1143;1143;0;0;1;1;5;2;588;2006;"Normal";176400
2506;"FV";3316;"Pave";"Somerst";8;2005;2005;1247;0;1247;1247;1;0;1;1;4;2;550;2006;"Normal";197000
2507;"FV";3180;"Pave";"Somerst";7;2005;2005;520;600;1200;600;0;0;2;1;4;2;480;2006;"Normal";151000
2508;"FV";2544;"Pave";"Somerst";7;2005;2005;520;623;1223;600;0;0;2;1;4;2;480;2006;"Normal";147400
2509;"FV";2544;"Pave";"Somerst";7;2005;2005;520;623;1223;600;0;0;2;1;4;2;480;2006;"Normal";149900
2510;"FV";3180;"Pave";"Somerst";7;2005;2005;520;600;1200;600;0;0;2;1;4;2;480;2006;"Abnorml";144152
2511;"FV";2998;NA;"Somerst";6;2000;2000;768;756;1524;756;0;0;2;1;4;2;440;2006;"Normal";166000
2512;"FV";3735;NA;"Somerst";7;1999;1999;713;739;1452;691;1;0;2;1;6;2;506;2006;"Normal";183900
2513;"FV";2651;NA;"Somerst";7;2000;2000;673;709;1382;673;1;0;2;1;6;2;490;2006;"Normal";165000
2514;"FV";4447;NA;"Somerst";7;2003;2003;530;550;1080;530;0;0;2;1;4;2;496;2006;"Normal";139000
2515;"FV";8314;"Pave";"Somerst";7;1997;1998;854;840;1694;569;0;0;2;1;6;1;434;2006;"Normal";200000
2516;"FV";7180;"Pave";"Somerst";8;2001;2002;1568;0;1568;1568;0;0;2;0;6;2;564;2006;"Normal";221000
2517;"RL";9549;NA;"Veenker";8;1995;1996;1494;0;1494;1494;1;0;1;1;6;2;481;2006;"Normal";270000
2518;"RL";11250;NA;"Veenker";6;1977;1977;1208;0;1208;1208;1;0;1;1;6;2;546;2006;"Normal";165000
2519;"RL";3760;NA;"Greens";8;1980;1980;1235;0;1235;1235;1;0;1;0;4;2;484;2006;"Normal";214000
2520;"RL";3640;NA;"Greens";8;1980;1980;1036;0;1036;1036;1;0;1;0;4;2;484;2006;"Normal";188000
2521;"RL";3874;NA;"Greens";8;1980;1980;1226;0;1226;1226;1;0;1;0;4;2;484;2006;"Normal";190000
2522;"RL";3876;NA;"Greens";8;1978;1978;1226;0;1226;1226;1;0;1;0;4;2;484;2006;"Normal";170000
2523;"RL";50271;NA;"Veenker";9;1981;1987;1842;0;1842;1842;2;0;0;1;5;3;894;2006;"Normal";385000
2524;"RL";13110;NA;"NWAmes";5;1972;1972;1193;0;1193;1153;1;0;2;0;6;2;501;2006;"Normal";146500
2525;"RL";10192;NA;"NWAmes";7;1968;1992;1222;698;1920;570;0;0;3;0;8;2;487;2006;"Normal";170000
2526;"RL";20781;NA;"NWAmes";7;1968;2003;2156;0;2156;1568;0;0;2;0;9;2;508;2006;"Normal";262500
2527;"RL";11700;NA;"NWAmes";6;1968;1968;708;708;1416;708;0;0;2;1;7;2;776;2006;"Normal";179900
2528;"RL";11029;NA;"NWAmes";6;1968;1984;1512;1142;2654;1054;1;0;2;1;9;2;619;2006;"Normal";250000
2529;"RL";10400;NA;"NWAmes";6;1972;1972;1012;778;1790;732;1;0;1;2;8;2;484;2006;"Normal";165150
2530;"RL";10140;NA;"NWAmes";7;1967;1967;1334;0;1334;1334;1;0;2;0;7;2;477;2006;"Normal";164500
2531;"RL";9600;NA;"NWAmes";7;1969;1969;1164;0;1164;1164;0;0;1;1;6;2;528;2006;"Normal";140000
2532;"RL";9750;NA;"NAmes";5;1967;1967;980;0;980;980;0;0;2;0;6;1;384;2006;"Normal";135500
2533;"RL";9600;NA;"NAmes";5;1968;1968;1051;0;1051;1051;1;0;1;0;6;2;504;2006;"Normal";142000
2534;"RL";8640;NA;"NAmes";5;1968;1968;884;886;1770;900;1;0;1;1;7;2;530;2006;"Normal";155000
2535;"RL";9360;NA;"NAmes";6;1968;2004;976;0;976;976;1;0;1;0;4;2;504;2006;"Abnorml";157500
2536;"RL";8400;NA;"NAmes";5;1968;1968;1052;0;1052;1052;1;0;1;1;5;1;288;2006;"Normal";138500
2537;"RL";8400;NA;"NAmes";5;1968;1968;898;0;898;833;1;0;1;0;6;1;326;2006;"Normal";140000
2538;"RL";9759;NA;"NAmes";5;1966;1966;1051;0;1051;1051;1;0;1;0;6;1;264;2006;"Normal";124400
2539;"RL";9600;NA;"NAmes";5;1967;1967;1141;0;1141;1141;1;0;1;0;6;1;568;2006;"Normal";158000
2540;"RL";9230;NA;"NAmes";5;1965;1998;1200;0;1200;864;1;0;1;1;6;2;884;2006;"Normal";146000
2541;"RL";14803;NA;"NWAmes";6;1971;1971;1097;896;1993;825;0;0;2;1;8;2;495;2006;"Normal";190000
2542;"RL";10659;NA;"NAmes";5;1961;1961;1050;0;1050;1050;1;0;1;0;6;1;368;2006;"Normal";136500
2543;"RL";9100;NA;"NAmes";5;1958;1958;864;0;864;864;1;0;1;0;5;2;624;2006;"Normal";129900
2544;"RL";8393;NA;"NAmes";5;1959;2005;1712;0;1712;1626;0;0;2;0;8;2;588;2006;"Family";145000
2545;"RL";8800;NA;"NAmes";6;1965;2000;1565;0;1565;1187;1;0;2;0;7;1;299;2006;"Abnorml";185900
2546;"RL";8800;NA;"NAmes";6;1964;1964;1251;0;1251;1251;1;0;1;0;6;1;461;2006;"Normal";160000
2547;"RL";10368;NA;"NAmes";6;1964;1964;1488;0;1488;1008;1;0;1;1;7;2;430;2006;"Normal";167000
2548;"RL";9350;NA;"NAmes";5;1964;1964;720;720;1440;720;0;0;1;1;7;2;480;2006;"Normal";157500
2549;"RL";10382;NA;"NAmes";6;1958;1958;1095;0;1095;588;1;0;1;0;6;1;264;2006;"Normal";140000
2550;"RL";8973;NA;"NAmes";5;1958;1991;1053;0;1053;1008;0;1;1;1;6;2;750;2006;"Abnorml";150000
2551;"RL";10800;NA;"NAmes";5;1960;1960;1248;0;1248;1248;1;0;1;0;6;1;286;2006;"Normal";151500
2552;"RL";8550;NA;"NAmes";6;1934;1950;816;0;816;816;1;0;1;0;4;1;240;2006;"Normal";129800
2553;"RL";11425;NA;"NAmes";5;1954;1954;1008;0;1008;1008;0;0;1;0;4;1;275;2006;"Normal";137000
2554;"RL";9724;NA;"NAmes";5;1947;1950;1043;0;1043;938;0;0;1;0;5;1;273;2006;"Normal";137000
2555;"RL";4712;NA;"BrkSide";4;1946;1950;774;456;1230;747;1;0;1;1;5;1;305;2006;"Abnorml";121600
2556;"RL";5900;NA;"BrkSide";4;1923;1958;869;0;869;440;0;0;1;0;4;0;0;2006;"Normal";85500
2557;"RL";5825;NA;"BrkSide";4;1926;1953;747;0;747;600;0;0;1;0;5;2;528;2006;"Normal";79900
2558;"RL";7438;NA;"BrkSide";5;1908;1991;936;316;1252;504;0;0;1;0;5;2;576;2006;"Normal";127000
2559;"RL";9600;NA;"NAmes";5;1961;1990;1433;0;1433;1251;1;0;1;0;7;2;441;2006;"Normal";161000
2560;"RL";10858;NA;"NAmes";5;1952;1952;1624;0;1624;1444;1;0;1;0;6;1;240;2006;"Partial";146500
2561;"RL";9600;NA;"NAmes";5;1951;1951;1216;0;1216;1056;1;0;1;0;7;1;280;2006;"Normal";135000
2562;"RL";10680;NA;"NAmes";5;1951;1951;2136;0;2136;2136;0;0;2;0;7;2;528;2006;"Normal";137900
2563;"RL";9490;NA;"NAmes";6;1941;1950;958;620;1578;806;1;0;1;0;5;1;240;2006;"Normal";133000
2564;"RL";9462;NA;"NAmes";5;1949;1973;1024;704;1728;704;0;0;1;1;7;1;234;2006;"Normal";137000
2565;"RL";9888;NA;"NAmes";5;1954;1975;936;0;936;936;0;0;1;0;5;1;240;2006;"Normal";121000
2566;"RL";8917;NA;"NAmes";5;1967;1967;1584;0;1584;1584;0;0;2;0;8;2;506;2006;"Normal";119000
2567;"RL";12700;NA;"NAmes";6;1964;1964;1246;0;1246;1246;1;0;1;0;6;2;441;2006;"Normal";172000
2568;"RL";8500;NA;"NAmes";5;1961;1961;1235;0;1235;1235;0;0;1;0;6;2;480;2006;"Abnorml";98600
2569;"RL";14200;NA;"NAmes";7;1966;1966;1216;941;2157;924;0;0;2;1;8;2;487;2006;"Normal";226000
2570;"RL";9000;NA;"NAmes";5;1954;1954;1128;0;1128;936;0;0;1;0;5;1;286;2006;"Family";118000
2571;"RL";25419;NA;"NAmes";8;1918;1990;1360;1360;3112;1360;1;1;2;0;8;2;795;2006;"Abnorml";235000
2572;"RL";9723;NA;"NAmes";6;1963;1963;1008;0;1008;1008;0;0;1;0;5;2;430;2006;"Normal";135000
2573;"RL";7728;NA;"NAmes";5;1962;1962;1190;0;1190;1106;1;0;1;0;6;2;540;2006;"Normal";132500
2574;"RL";8163;NA;"NAmes";5;1959;1959;1144;0;1144;1144;1;0;1;0;6;1;796;2006;"Normal";143000
2575;"RL";8400;NA;"NAmes";5;1957;1957;1364;0;1364;1179;0;0;1;1;6;1;331;2006;"Normal";132000
2576;"RL";11600;NA;"NAmes";6;1960;1960;1383;0;1383;1383;0;0;1;1;7;1;292;2006;"Normal";145250
2577;"RL";9610;NA;"NAmes";6;1958;1958;1336;0;1336;1121;0;0;1;1;7;2;488;2006;"Normal";162000
2578;"RL";10000;NA;"NAmes";5;1956;1956;1370;0;1370;1058;1;0;1;0;6;1;300;2006;"Normal";148000
2579;"RL";14850;NA;"NAmes";5;1957;1957;1092;0;1092;1092;1;0;1;0;6;1;299;2006;"Normal";141000
2580;"RL";10152;NA;"NAmes";6;1956;1994;1124;0;1124;1124;1;0;1;0;6;1;353;2006;"Normal";153000
2581;"RL";10011;NA;"NAmes";5;1957;1996;1236;0;1236;1070;0;1;1;0;6;1;447;2006;"Normal";134450
2582;"RL";7032;NA;"NAmes";5;1979;1979;943;0;943;943;1;0;1;0;4;2;600;2006;"Normal";135960
2583;"RL";8092;NA;"NAmes";6;1954;2000;1050;0;1050;1050;1;0;1;0;6;1;286;2006;"Abnorml";156000
2584;"RL";11310;NA;"NAmes";6;1954;1954;1375;0;1375;1367;0;0;1;0;5;2;451;2006;"Normal";140000
2585;"RL";12778;NA;"NAmes";5;1952;2003;1008;0;1008;1008;1;0;1;0;4;1;280;2006;"Normal";139500
2586;"RL";10170;NA;"NAmes";6;1951;1951;1575;0;1575;216;0;0;1;1;5;2;400;2006;"Normal";155000
2587;"RL";7700;NA;"NAmes";5;1956;1956;1145;0;1145;301;0;0;1;0;6;2;684;2006;"Normal";127000
2588;"RL";11050;NA;"NAmes";5;1956;1956;1005;0;1005;1005;0;0;1;0;6;1;319;2006;"Normal";133500
2589;"RL";13600;NA;"NAmes";5;1955;1955;1056;0;1056;1056;1;0;1;1;6;1;300;2006;"Normal";125000
2590;"RL";15428;NA;"NAmes";5;1951;1991;884;0;884;884;1;0;1;0;4;1;270;2006;"Normal";142000
2591;"RL";21299;NA;"NAmes";7;1941;1963;2039;0;2039;929;1;0;1;1;7;3;791;2006;"Abnorml";167000
2592;"RL";13300;NA;"NAmes";5;1956;2001;1384;0;1384;1015;1;0;1;0;6;2;896;2006;"Normal";159000
2593;"RL";22136;NA;"OldTown";5;1925;1975;1392;1248;2640;2171;2;0;2;1;10;3;1008;2006;"Normal";180000
2594;"RL";7500;NA;"NAmes";6;1947;1950;900;412;1312;784;0;0;1;1;6;2;649;2006;"Normal";127000
2595;"RL";7000;NA;"OldTown";6;1924;1950;865;445;1310;617;0;0;2;0;6;1;398;2006;"Normal";112000
2596;"RL";10410;"Grvl";"OldTown";3;1930;2001;713;0;713;713;0;0;1;0;5;1;371;2006;"Normal";99800
2597;"RL";5400;NA;"OldTown";5;1954;2000;833;0;833;833;0;0;1;0;4;1;326;2006;"Normal";117000
2598;"RL";5400;NA;"OldTown";5;1921;1968;1073;0;1073;1073;0;0;1;0;4;1;326;2006;"Abnorml";108480
2599;"RL";10914;"Grvl";"NAmes";3;1929;1950;715;0;715;715;0;0;1;0;4;2;660;2006;"Normal";68000
2600;"RL";7008;NA;"OldTown";4;1900;1998;448;272;720;448;0;0;1;0;5;1;280;2006;"Normal";86900
2601;"RL";10800;"Grvl";"OldTown";5;1920;1950;1130;0;1130;1120;1;0;1;0;5;2;720;2006;"Normal";120000
2602;"RL";7200;"Grvl";"OldTown";6;1915;1950;774;821;1595;663;0;0;2;0;7;2;528;2006;"Normal";155500
2603;"RL";10818;"Grvl";"OldTown";4;1910;1950;981;779;1760;1077;0;0;1;1;7;2;648;2006;"Abnorml";80000
